"TIME","GEO","UNIT","TRA_MEAS","SCHEDULE","TRA_COV","Value","Flag and Footnotes"
"2008","Malta","Passenger","Passengers on board (arrivals)","Total","Total transport","1,551,867",""
"2008","Malta","Passenger","Passengers on board (departures)","Total","Total transport","1,558,032",""
"2008","Malta","Passenger","Passengers carried","Total","Total transport","3,109,899",""
"2008","Malta","Passenger","Passengers carried (arrival)","Total","Total transport","1,551,867",""
"2008","Malta","Passenger","Passengers carried (departures)","Total","Total transport","1,558,032",""
"2008","Netherlands","Passenger","Passengers on board","Total","Total transport","50,670,350",""
"2008","Netherlands","Passenger","Passengers on board (arrivals)","Total","Total transport","25,346,470",""
"2008","Netherlands","Passenger","Passengers on board (departures)","Total","Total transport","25,370,270",""
"2008","Netherlands","Passenger","Passengers carried","Total","Total transport","50,419,501",""
"2008","Netherlands","Passenger","Passengers carried (arrival)","Total","Total transport","25,218,504",""
"2008","Netherlands","Passenger","Passengers carried (departures)","Total","Total transport","25,242,288",""
"2008","Austria","Passenger","Passengers on board","Total","Total transport","24,089,381",""
"2008","Austria","Passenger","Passengers on board (arrivals)","Total","Total transport","12,421,157",""
"2008","Austria","Passenger","Passengers on board (departures)","Total","Total transport","12,474,266",""
"2008","Austria","Passenger","Passengers carried","Total","Total transport","23,899,584",""
"2008","Austria","Passenger","Passengers carried (arrival)","Total","Total transport","12,271,116",""
"2008","Austria","Passenger","Passengers carried (departures)","Total","Total transport","12,323,020",""
"2008","Poland","Passenger","Passengers on board","Total","Total transport","18,729,811",""
"2008","Poland","Passenger","Passengers on board (arrivals)","Total","Total transport","9,690,860",""
"2008","Poland","Passenger","Passengers on board (departures)","Total","Total transport","9,790,991",""
"2008","Poland","Passenger","Passengers carried","Total","Total transport","18,727,365",""
"2008","Poland","Passenger","Passengers carried (arrival)","Total","Total transport","9,689,007",""
"2008","Poland","Passenger","Passengers carried (departures)","Total","Total transport","9,789,218",""
"2008","Portugal","Passenger","Passengers on board","Total","Total transport","24,773,897",""
"2008","Portugal","Passenger","Passengers on board (arrivals)","Total","Total transport","13,760,087",""
"2008","Portugal","Passenger","Passengers on board (departures)","Total","Total transport","13,485,154",""
"2008","Portugal","Passenger","Passengers carried","Total","Total transport","25,182,901",""
"2008","Portugal","Passenger","Passengers carried (arrival)","Total","Total transport","14,055,096",""
"2008","Portugal","Passenger","Passengers carried (departures)","Total","Total transport","13,850,172",""
"2008","Romania","Passenger","Passengers on board","Total","Total transport","8,061,181",""
"2008","Romania","Passenger","Passengers on board (arrivals)","Total","Total transport","4,163,469",""
"2008","Romania","Passenger","Passengers on board (departures)","Total","Total transport","4,252,925",""
"2008","Romania","Passenger","Passengers carried","Total","Total transport","8,031,267",""
"2008","Romania","Passenger","Passengers carried (arrival)","Total","Total transport","4,139,931",""
"2008","Romania","Passenger","Passengers carried (departures)","Total","Total transport","4,243,150",""
"2008","Slovenia","Passenger","Passengers on board","Total","Total transport","1,676,821",""
"2008","Slovenia","Passenger","Passengers on board (arrivals)","Total","Total transport","854,295",""
"2008","Slovenia","Passenger","Passengers on board (departures)","Total","Total transport","822,526",""
"2008","Slovenia","Passenger","Passengers carried","Total","Total transport","1,648,977",""
"2008","Slovenia","Passenger","Passengers carried (arrival)","Total","Total transport","826,451",""
"2008","Slovenia","Passenger","Passengers carried (departures)","Total","Total transport","822,526",""
"2008","Slovakia","Passenger","Passengers on board","Total","Total transport","2,600,088",""
"2008","Slovakia","Passenger","Passengers on board (arrivals)","Total","Total transport","1,391,795",""
"2008","Slovakia","Passenger","Passengers on board (departures)","Total","Total transport","1,401,519",""
"2008","Slovakia","Passenger","Passengers carried","Total","Total transport","2,596,334",""
"2008","Slovakia","Passenger","Passengers carried (arrival)","Total","Total transport","1,390,590",""
"2008","Slovakia","Passenger","Passengers carried (departures)","Total","Total transport","1,398,556",""
"2008","Finland","Passenger","Passengers on board","Total","Total transport","14,848,534",""
"2008","Finland","Passenger","Passengers on board (arrivals)","Total","Total transport","8,748,871",""
"2008","Finland","Passenger","Passengers on board (departures)","Total","Total transport","8,832,812",""
"2008","Finland","Passenger","Passengers carried","Total","Total transport","14,850,682",""
"2008","Finland","Passenger","Passengers carried (arrival)","Total","Total transport","8,750,932",""
"2008","Finland","Passenger","Passengers carried (departures)","Total","Total transport","8,828,806",""
"2008","Sweden","Passenger","Passengers on board","Total","Total transport","28,063,643",""
"2008","Sweden","Passenger","Passengers on board (arrivals)","Total","Total transport","17,131,145",""
"2008","Sweden","Passenger","Passengers on board (departures)","Total","Total transport","17,144,980",""
"2008","Sweden","Passenger","Passengers carried","Total","Total transport","27,817,350",""
"2008","Sweden","Passenger","Passengers carried (arrival)","Total","Total transport","16,943,522",""
"2008","Sweden","Passenger","Passengers carried (departures)","Total","Total transport","16,957,068",""
"2008","United Kingdom","Passenger","Passengers on board","Total","Total transport","214,857,250",""
"2008","United Kingdom","Passenger","Passengers on board (arrivals)","Total","Total transport","118,404,997",""
"2008","United Kingdom","Passenger","Passengers on board (departures)","Total","Total transport","117,965,783",""
"2008","United Kingdom","Passenger","Passengers carried","Total","Total transport","213,890,470",""
"2008","United Kingdom","Passenger","Passengers carried (arrival)","Total","Total transport","117,700,599",""
"2008","United Kingdom","Passenger","Passengers carried (departures)","Total","Total transport","117,259,879",""
"2008","Iceland","Passenger","Passengers on board","Total","Total transport","2,240,998",""
"2008","Iceland","Passenger","Passengers on board (arrivals)","Total","Total transport","1,122,199",""
"2008","Iceland","Passenger","Passengers on board (departures)","Total","Total transport","1,118,799",""
"2008","Iceland","Passenger","Passengers carried","Total","Total transport","2,240,998",""
"2008","Iceland","Passenger","Passengers carried (arrival)","Total","Total transport","1,122,199",""
"2008","Iceland","Passenger","Passengers carried (departures)","Total","Total transport","1,118,799",""
"2008","Norway","Passenger","Passengers on board","Total","Total transport","28,961,923",""
"2008","Norway","Passenger","Passengers on board (arrivals)","Total","Total transport","20,493,174",""
"2008","Norway","Passenger","Passengers on board (departures)","Total","Total transport","21,319,942",""
"2008","Norway","Passenger","Passengers carried","Total","Total transport","27,717,155",""
"2008","Norway","Passenger","Passengers carried (arrival)","Total","Total transport","20,075,398",""
"2008","Norway","Passenger","Passengers carried (departures)","Total","Total transport","21,124,209",""
"2008","Switzerland","Passenger","Passengers on board","Total","Total transport","36,808,704",""
"2008","Switzerland","Passenger","Passengers on board (arrivals)","Total","Total transport","18,763,350",""
"2008","Switzerland","Passenger","Passengers on board (departures)","Total","Total transport","18,716,550",""
"2008","Switzerland","Passenger","Passengers carried","Total","Total transport","36,595,735",""
"2008","Switzerland","Passenger","Passengers carried (arrival)","Total","Total transport","18,651,223",""
"2008","Switzerland","Passenger","Passengers carried (departures)","Total","Total transport","18,607,210",""
"2009","European Union - 28 countries","Passenger","Passengers on board","Total","Total transport","775,696,635",""
"2009","European Union - 28 countries","Passenger","Passengers on board (arrivals)","Total","Total transport","600,916,710",""
"2009","European Union - 28 countries","Passenger","Passengers on board (departures)","Total","Total transport","600,108,034",""
"2009","European Union - 28 countries","Passenger","Passengers carried","Total","Total transport","753,231,320",""
"2009","European Union - 28 countries","Passenger","Passengers carried (arrival)","Total","Total transport","595,836,872",""
"2009","European Union - 28 countries","Passenger","Passengers carried (departures)","Total","Total transport","596,679,667",""
"2009","European Union - 27 countries (2007-2013)","Passenger","Passengers on board","Total","Total transport","773,950,106",""
"2009","European Union - 27 countries (2007-2013)","Passenger","Passengers on board (arrivals)","Total","Total transport","598,444,801",""
"2009","European Union - 27 countries (2007-2013)","Passenger","Passengers on board (departures)","Total","Total transport","597,643,196",""
"2009","European Union - 27 countries (2007-2013)","Passenger","Passengers carried","Total","Total transport","751,855,594",""
"2009","European Union - 27 countries (2007-2013)","Passenger","Passengers carried (arrival)","Total","Total transport","593,431,728",""
"2009","European Union - 27 countries (2007-2013)","Passenger","Passengers carried (departures)","Total","Total transport","594,281,486",""
"2009","Belgium","Passenger","Passengers on board","Total","Total transport","21,718,605",""
"2009","Belgium","Passenger","Passengers on board (arrivals)","Total","Total transport","10,848,438",""
"2009","Belgium","Passenger","Passengers on board (departures)","Total","Total transport","10,894,376",""
"2009","Belgium","Passenger","Passengers carried","Total","Total transport","21,316,690",""
"2009","Belgium","Passenger","Passengers carried (arrival)","Total","Total transport","10,660,126",""
"2009","Belgium","Passenger","Passengers carried (departures)","Total","Total transport","10,671,553",""
"2009","Czechia","Passenger","Passengers on board","Total","Total transport","12,571,098",""
"2009","Czechia","Passenger","Passengers on board (arrivals)","Total","Total transport","6,298,871",""
"2009","Czechia","Passenger","Passengers on board (departures)","Total","Total transport","6,272,227",""
"2009","Czechia","Passenger","Passengers carried","Total","Total transport","12,367,467",""
"2009","Czechia","Passenger","Passengers carried (arrival)","Total","Total transport","6,197,044",""
"2009","Czechia","Passenger","Passengers carried (departures)","Total","Total transport","6,170,423",""
"2009","Denmark","Passenger","Passengers on board","Total","Total transport","22,399,126",""
"2009","Denmark","Passenger","Passengers on board (arrivals)","Total","Total transport","12,075,086",""
"2009","Denmark","Passenger","Passengers on board (departures)","Total","Total transport","12,065,290",""
"2009","Denmark","Passenger","Passengers carried","Total","Total transport","22,277,524",""
"2009","Denmark","Passenger","Passengers carried (arrival)","Total","Total transport","12,009,283",""
"2009","Denmark","Passenger","Passengers carried (departures)","Total","Total transport","11,991,004",""
"2009","Germany (until 1990 former territory of the FRG)","Passenger","Passengers on board","Total","Total transport","160,615,238",""
"2009","Germany (until 1990 former territory of the FRG)","Passenger","Passengers on board (arrivals)","Total","Total transport","92,541,272",""
"2009","Germany (until 1990 former territory of the FRG)","Passenger","Passengers on board (departures)","Total","Total transport","92,281,135",""
"2009","Germany (until 1990 former territory of the FRG)","Passenger","Passengers carried","Total","Total transport","158,148,829",""
"2009","Germany (until 1990 former territory of the FRG)","Passenger","Passengers carried (arrival)","Total","Total transport","90,941,915",""
"2009","Germany (until 1990 former territory of the FRG)","Passenger","Passengers carried (departures)","Total","Total transport","90,933,422",""
"2009","Estonia","Passenger","Passengers on board","Total","Total transport","1,343,809",""
"2009","Estonia","Passenger","Passengers on board (arrivals)","Total","Total transport","665,532",""
"2009","Estonia","Passenger","Passengers on board (departures)","Total","Total transport","678,277",""
"2009","Estonia","Passenger","Passengers carried","Total","Total transport","1,341,294",""
"2009","Estonia","Passenger","Passengers carried (arrival)","Total","Total transport","663,017",""
"2009","Estonia","Passenger","Passengers carried (departures)","Total","Total transport","678,277",""
"2009","Ireland","Passenger","Passengers on board","Total","Total transport","26,382,189",""
"2009","Ireland","Passenger","Passengers on board (arrivals)","Total","Total transport","13,497,383",""
"2009","Ireland","Passenger","Passengers on board (departures)","Total","Total transport","13,516,487",""
"2009","Ireland","Passenger","Passengers carried","Total","Total transport","26,268,887",""
"2009","Ireland","Passenger","Passengers carried (arrival)","Total","Total transport","13,400,237",""
"2009","Ireland","Passenger","Passengers carried (departures)","Total","Total transport","13,428,655",""
"2009","Greece","Passenger","Passengers on board","Total","Total transport","33,440,269",""
"2009","Greece","Passenger","Passengers on board (arrivals)","Total","Total transport","19,746,629",""
"2009","Greece","Passenger","Passengers on board (departures)","Total","Total transport","20,459,783",""
"2009","Greece","Passenger","Passengers carried","Total","Total transport","33,440,269",""
"2009","Greece","Passenger","Passengers carried (arrival)","Total","Total transport","19,746,629",""
"2009","Greece","Passenger","Passengers carried (departures)","Total","Total transport","20,459,783",""
"2009","Spain","Passenger","Passengers on board","Total","Total transport","148,988,842",""
"2009","Spain","Passenger","Passengers on board (arrivals)","Total","Total transport","93,252,296",""
"2009","Spain","Passenger","Passengers on board (departures)","Total","Total transport","92,962,074",""
"2009","Spain","Passenger","Passengers carried","Total","Total transport","148,318,298",""
"2009","Spain","Passenger","Passengers carried (arrival)","Total","Total transport","92,569,676",""
"2009","Spain","Passenger","Passengers carried (departures)","Total","Total transport","92,971,691",""
"2009","France","Passenger","Passengers on board","Total","Total transport","117,561,564",""
"2009","France","Passenger","Passengers on board (arrivals)","Total","Total transport","71,661,027",""
"2009","France","Passenger","Passengers on board (departures)","Total","Total transport","71,622,497",""
"2009","France","Passenger","Passengers carried","Total","Total transport","117,636,389",""
"2009","France","Passenger","Passengers carried (arrival)","Total","Total transport","71,661,027",""
"2009","France","Passenger","Passengers carried (departures)","Total","Total transport","71,622,497",""
"2009","Italy","Passenger","Passengers on board","Total","Total transport","103,254,280",""
"2009","Italy","Passenger","Passengers on board (arrivals)","Total","Total transport","66,070,586",""
"2009","Italy","Passenger","Passengers on board (departures)","Total","Total transport","65,436,752",""
"2009","Italy","Passenger","Passengers carried","Total","Total transport","101,823,772",""
"2009","Italy","Passenger","Passengers carried (arrival)","Total","Total transport","64,741,413",""
"2009","Italy","Passenger","Passengers carried (departures)","Total","Total transport","64,886,304",""
"2009","Cyprus","Passenger","Passengers on board","Total","Total transport","7,001,040",""
"2009","Cyprus","Passenger","Passengers on board (arrivals)","Total","Total transport","3,527,508",""
"2009","Cyprus","Passenger","Passengers on board (departures)","Total","Total transport","3,522,410",""
"2009","Cyprus","Passenger","Passengers carried","Total","Total transport","6,729,787",""
"2009","Cyprus","Passenger","Passengers carried (arrival)","Total","Total transport","3,365,995",""
"2009","Cyprus","Passenger","Passengers carried (departures)","Total","Total transport","3,364,014",""
"2009","Latvia","Passenger","Passengers on board","Total","Total transport","4,076,160",""
"2009","Latvia","Passenger","Passengers on board (arrivals)","Total","Total transport","2,012,238",""
"2009","Latvia","Passenger","Passengers on board (departures)","Total","Total transport","2,063,922",""
"2009","Latvia","Passenger","Passengers carried","Total","Total transport","4,062,704",""
"2009","Latvia","Passenger","Passengers carried (arrival)","Total","Total transport","2,012,238",""
"2009","Latvia","Passenger","Passengers carried (departures)","Total","Total transport","2,050,466",""
"2009","Lithuania","Passenger","Passengers on board","Total","Total transport","1,872,352",""
"2009","Lithuania","Passenger","Passengers on board (arrivals)","Total","Total transport","930,275",""
"2009","Lithuania","Passenger","Passengers on board (departures)","Total","Total transport","942,228",""
"2009","Lithuania","Passenger","Passengers carried","Total","Total transport","1,867,191",""
"2009","Lithuania","Passenger","Passengers carried (arrival)","Total","Total transport","927,677",""
"2009","Lithuania","Passenger","Passengers carried (departures)","Total","Total transport","939,630",""
"2009","Luxembourg","Passenger","Passengers on board","Total","Total transport","1,535,398",""
"2009","Luxembourg","Passenger","Passengers on board (arrivals)","Total","Total transport","763,483",""
"2009","Luxembourg","Passenger","Passengers on board (departures)","Total","Total transport","771,920",""
"2009","Luxembourg","Passenger","Passengers carried","Total","Total transport","1,535,261",""
"2009","Luxembourg","Passenger","Passengers carried (arrival)","Total","Total transport","764,014",""
"2009","Luxembourg","Passenger","Passengers carried (departures)","Total","Total transport","771,252",""
"2009","Hungary","Passenger","Passengers on board","Total","Total transport","8,081,067",""
"2009","Hungary","Passenger","Passengers on board (arrivals)","Total","Total transport","3,974,649",""
"2009","Hungary","Passenger","Passengers on board (departures)","Total","Total transport","4,106,418",""
"2009","Hungary","Passenger","Passengers carried","Total","Total transport","8,081,067",""
"2009","Hungary","Passenger","Passengers carried (arrival)","Total","Total transport","3,974,649",""
"2009","Hungary","Passenger","Passengers carried (departures)","Total","Total transport","4,106,418",""
"2009","Malta","Passenger","Passengers on board","Total","Total transport","2,918,676",""
"2009","Malta","Passenger","Passengers on board (arrivals)","Total","Total transport","1,456,879",""
"2009","Malta","Passenger","Passengers on board (departures)","Total","Total transport","1,461,797",""
"2009","Malta","Passenger","Passengers carried","Total","Total transport","2,918,676",""
"2009","Malta","Passenger","Passengers carried (arrival)","Total","Total transport","1,456,879",""
"2009","Malta","Passenger","Passengers carried (departures)","Total","Total transport","1,461,797",""
"2009","Netherlands","Passenger","Passengers on board","Total","Total transport","46,725,783",""
"2009","Netherlands","Passenger","Passengers on board (arrivals)","Total","Total transport","23,414,335",""
"2009","Netherlands","Passenger","Passengers on board (departures)","Total","Total transport","23,319,582",""
"2009","Netherlands","Passenger","Passengers carried","Total","Total transport","46,479,327",""
"2009","Netherlands","Passenger","Passengers carried (arrival)","Total","Total transport","23,287,706",""
"2009","Netherlands","Passenger","Passengers carried (departures)","Total","Total transport","23,192,416",""
"2009","Austria","Passenger","Passengers on board","Total","Total transport","22,009,610",""
"2009","Austria","Passenger","Passengers on board (arrivals)","Total","Total transport","11,377,687",""
"2009","Austria","Passenger","Passengers on board (departures)","Total","Total transport","11,413,000",""
"2009","Austria","Passenger","Passengers carried","Total","Total transport","21,817,267",""
"2009","Austria","Passenger","Passengers carried (arrival)","Total","Total transport","11,232,370",""
"2009","Austria","Passenger","Passengers carried (departures)","Total","Total transport","11,266,971",""
"2009","Poland","Passenger","Passengers on board","Total","Total transport","17,092,396",""
"2009","Poland","Passenger","Passengers on board (arrivals)","Total","Total transport","8,857,050",""
"2009","Poland","Passenger","Passengers on board (departures)","Total","Total transport","8,933,825",""
"2009","Poland","Passenger","Passengers carried","Total","Total transport","17,046,899",""
"2009","Poland","Passenger","Passengers carried (arrival)","Total","Total transport","8,836,940",""
"2009","Poland","Passenger","Passengers carried (departures)","Total","Total transport","8,900,020",""
"2009","Portugal","Passenger","Passengers on board","Total","Total transport","23,844,161",""
"2009","Portugal","Passenger","Passengers on board (arrivals)","Total","Total transport","13,347,747",""
"2009","Portugal","Passenger","Passengers on board (departures)","Total","Total transport","13,231,860",""
"2009","Portugal","Passenger","Passengers carried","Total","Total transport","24,116,313",""
"2009","Portugal","Passenger","Passengers carried (arrival)","Total","Total transport","13,560,268",""
"2009","Portugal","Passenger","Passengers carried (departures)","Total","Total transport","13,431,667",""
"2009","Romania","Passenger","Passengers on board","Total","Total transport","8,026,709",""
"2009","Romania","Passenger","Passengers on board (arrivals)","Total","Total transport","4,145,482",""
"2009","Romania","Passenger","Passengers on board (departures)","Total","Total transport","4,192,315",""
"2009","Romania","Passenger","Passengers carried","Total","Total transport","7,984,057",""
"2009","Romania","Passenger","Passengers carried (arrival)","Total","Total transport","4,125,362",""
"2009","Romania","Passenger","Passengers carried (departures)","Total","Total transport","4,169,968",""
"2009","Slovenia","Passenger","Passengers on board","Total","Total transport","1,429,537",""
"2009","Slovenia","Passenger","Passengers on board (arrivals)","Total","Total transport","723,577",""
"2009","Slovenia","Passenger","Passengers on board (departures)","Total","Total transport","705,960",""
"2009","Slovenia","Passenger","Passengers carried","Total","Total transport","1,423,391",""
"2009","Slovenia","Passenger","Passengers carried (arrival)","Total","Total transport","717,431",""
"2009","Slovenia","Passenger","Passengers carried (departures)","Total","Total transport","705,960",""
"2009","Slovakia","Passenger","Passengers on board","Total","Total transport","1,951,968",""
"2009","Slovakia","Passenger","Passengers on board (arrivals)","Total","Total transport","1,027,636",""
"2009","Slovakia","Passenger","Passengers on board (departures)","Total","Total transport","1,026,121",""
"2009","Slovakia","Passenger","Passengers carried","Total","Total transport","1,948,361",""
"2009","Slovakia","Passenger","Passengers carried (arrival)","Total","Total transport","1,025,788",""
"2009","Slovakia","Passenger","Passengers carried (departures)","Total","Total transport","1,023,606",""
"2009","Finland","Passenger","Passengers on board","Total","Total transport","13,828,492",""
"2009","Finland","Passenger","Passengers on board (arrivals)","Total","Total transport","8,101,231",""
"2009","Finland","Passenger","Passengers on board (departures)","Total","Total transport","8,146,307",""
"2009","Finland","Passenger","Passengers carried","Total","Total transport","13,828,812",""
"2009","Finland","Passenger","Passengers carried (arrival)","Total","Total transport","8,095,022",""
"2009","Finland","Passenger","Passengers carried (departures)","Total","Total transport","8,134,365",""
"2009","Sweden","Passenger","Passengers on board","Total","Total transport","25,443,786",""
"2009","Sweden","Passenger","Passengers on board (arrivals)","Total","Total transport","15,496,520",""
"2009","Sweden","Passenger","Passengers on board (departures)","Total","Total transport","15,517,888",""
"2009","Sweden","Passenger","Passengers carried","Total","Total transport","25,218,784",""
"2009","Sweden","Passenger","Passengers carried (arrival)","Total","Total transport","15,322,191",""
"2009","Sweden","Passenger","Passengers carried (departures)","Total","Total transport","15,344,044",""
"2009","United Kingdom","Passenger","Passengers on board","Total","Total transport","199,164,732",""
"2009","United Kingdom","Passenger","Passengers on board (arrivals)","Total","Total transport","109,626,219",""
"2009","United Kingdom","Passenger","Passengers on board (departures)","Total","Total transport","109,047,982",""
"2009","United Kingdom","Passenger","Passengers carried","Total","Total transport","198,533,970",""
"2009","United Kingdom","Passenger","Passengers carried (arrival)","Total","Total transport","109,154,864",""
"2009","United Kingdom","Passenger","Passengers carried (departures)","Total","Total transport","108,575,528",""
"2009","Iceland","Passenger","Passengers on board","Total","Total transport","1,931,727",""
"2009","Iceland","Passenger","Passengers on board (arrivals)","Total","Total transport","959,809",""
"2009","Iceland","Passenger","Passengers on board (departures)","Total","Total transport","971,918",""
"2009","Iceland","Passenger","Passengers carried","Total","Total transport","1,837,165",""
"2009","Iceland","Passenger","Passengers carried (arrival)","Total","Total transport","912,061",""
"2009","Iceland","Passenger","Passengers carried (departures)","Total","Total transport","925,104",""
"2009","Norway","Passenger","Passengers on board","Total","Total transport","28,143,690",""
"2009","Norway","Passenger","Passengers on board (arrivals)","Total","Total transport","19,886,537",""
"2009","Norway","Passenger","Passengers on board (departures)","Total","Total transport","19,977,143",""
"2009","Norway","Passenger","Passengers carried","Total","Total transport","27,675,619",""
"2009","Norway","Passenger","Passengers carried (arrival)","Total","Total transport","19,454,735",""
"2009","Norway","Passenger","Passengers carried (departures)","Total","Total transport","19,545,542",""
"2009","Switzerland","Passenger","Passengers on board","Total","Total transport","36,117,562",""
"2009","Switzerland","Passenger","Passengers on board (arrivals)","Total","Total transport","18,387,381",""
"2009","Switzerland","Passenger","Passengers on board (departures)","Total","Total transport","18,356,003",""
"2009","Switzerland","Passenger","Passengers carried","Total","Total transport","35,928,169",""
"2009","Switzerland","Passenger","Passengers carried (arrival)","Total","Total transport","18,287,679",""
"2009","Switzerland","Passenger","Passengers carried (departures)","Total","Total transport","18,265,892",""
"2010","European Union - 28 countries","Passenger","Passengers on board","Total","Total transport","802,072,972",""
"2010","European Union - 28 countries","Passenger","Passengers on board (arrivals)","Total","Total transport","615,615,066",""
"2010","European Union - 28 countries","Passenger","Passengers on board (departures)","Total","Total transport","614,763,775",""
"2010","European Union - 28 countries","Passenger","Passengers carried","Total","Total transport","776,047,580",""
"2010","European Union - 28 countries","Passenger","Passengers carried (arrival)","Total","Total transport","609,566,858",""
"2010","European Union - 28 countries","Passenger","Passengers carried (departures)","Total","Total transport","610,080,170",""
"2010","European Union - 27 countries (2007-2013)","Passenger","Passengers on board","Total","Total transport","800,280,505",""
"2010","European Union - 27 countries (2007-2013)","Passenger","Passengers on board (arrivals)","Total","Total transport","613,009,244",""
"2010","European Union - 27 countries (2007-2013)","Passenger","Passengers on board (departures)","Total","Total transport","612,161,725",""
"2010","European Union - 27 countries (2007-2013)","Passenger","Passengers carried","Total","Total transport","774,555,432",""
"2010","European Union - 27 countries (2007-2013)","Passenger","Passengers carried (arrival)","Total","Total transport","607,013,337",""
"2010","European Union - 27 countries (2007-2013)","Passenger","Passengers carried (departures)","Total","Total transport","607,530,929",""
"2010","Belgium","Passenger","Passengers on board","Total","Total transport","23,044,363",""
"2010","Belgium","Passenger","Passengers on board (arrivals)","Total","Total transport","11,504,072",""
"2010","Belgium","Passenger","Passengers on board (departures)","Total","Total transport","11,572,774",""
"2010","Belgium","Passenger","Passengers carried","Total","Total transport","22,697,764",""
"2010","Belgium","Passenger","Passengers carried (arrival)","Total","Total transport","11,334,746",""
"2010","Belgium","Passenger","Passengers carried (departures)","Total","Total transport","11,377,052",""
"2010","Czechia","Passenger","Passengers on board","Total","Total transport","12,427,085",""
"2010","Czechia","Passenger","Passengers on board (arrivals)","Total","Total transport","6,231,043",""
"2010","Czechia","Passenger","Passengers on board (departures)","Total","Total transport","6,196,042",""
"2010","Czechia","Passenger","Passengers carried","Total","Total transport","12,242,386",""
"2010","Czechia","Passenger","Passengers carried (arrival)","Total","Total transport","6,138,596",""
"2010","Czechia","Passenger","Passengers carried (departures)","Total","Total transport","6,103,790",""
"2010","Denmark","Passenger","Passengers on board","Total","Total transport","24,460,574",""
"2010","Denmark","Passenger","Passengers on board (arrivals)","Total","Total transport","13,318,097",""
"2010","Denmark","Passenger","Passengers on board (departures)","Total","Total transport","13,325,884",""
"2010","Denmark","Passenger","Passengers carried","Total","Total transport","24,334,852",""
"2010","Denmark","Passenger","Passengers carried (arrival)","Total","Total transport","13,247,694",""
"2010","Denmark","Passenger","Passengers carried (departures)","Total","Total transport","13,250,447",""
"2010","Germany (until 1990 former territory of the FRG)","Passenger","Passengers on board","Total","Total transport","168,803,823",""
"2010","Germany (until 1990 former territory of the FRG)","Passenger","Passengers on board (arrivals)","Total","Total transport","96,921,378",""
"2010","Germany (until 1990 former territory of the FRG)","Passenger","Passengers on board (departures)","Total","Total transport","96,654,160",""
"2010","Germany (until 1990 former territory of the FRG)","Passenger","Passengers carried","Total","Total transport","166,130,833",""
"2010","Germany (until 1990 former territory of the FRG)","Passenger","Passengers carried (arrival)","Total","Total transport","95,115,446",""
"2010","Germany (until 1990 former territory of the FRG)","Passenger","Passengers carried (departures)","Total","Total transport","95,179,852",""
"2010","Estonia","Passenger","Passengers on board","Total","Total transport","1,384,658",""
"2010","Estonia","Passenger","Passengers on board (arrivals)","Total","Total transport","684,220",""
"2010","Estonia","Passenger","Passengers on board (departures)","Total","Total transport","700,438",""
"2010","Estonia","Passenger","Passengers carried","Total","Total transport","1,381,062",""
"2010","Estonia","Passenger","Passengers carried (arrival)","Total","Total transport","680,624",""
"2010","Estonia","Passenger","Passengers carried (departures)","Total","Total transport","700,438",""
"2010","Ireland","Passenger","Passengers on board","Total","Total transport","23,165,414",""
"2010","Ireland","Passenger","Passengers on board (arrivals)","Total","Total transport","11,743,244",""
"2010","Ireland","Passenger","Passengers on board (departures)","Total","Total transport","11,762,833",""
"2010","Ireland","Passenger","Passengers carried","Total","Total transport","23,094,210",""
"2010","Ireland","Passenger","Passengers carried (arrival)","Total","Total transport","11,690,211",""
"2010","Ireland","Passenger","Passengers carried (departures)","Total","Total transport","11,711,286",""
"2010","Greece","Passenger","Passengers on board","Total","Total transport","32,625,519",""
"2010","Greece","Passenger","Passengers on board (arrivals)","Total","Total transport","19,083,347",""
"2010","Greece","Passenger","Passengers on board (departures)","Total","Total transport","19,716,093",""
"2010","Greece","Passenger","Passengers carried","Total","Total transport","32,588,072",""
"2010","Greece","Passenger","Passengers carried (arrival)","Total","Total transport","19,083,347",""
"2010","Greece","Passenger","Passengers carried (departures)","Total","Total transport","19,677,906",""
"2010","Spain","Passenger","Passengers on board","Total","Total transport","153,915,703",""
"2010","Spain","Passenger","Passengers on board (arrivals)","Total","Total transport","96,156,060",""
"2010","Spain","Passenger","Passengers on board (departures)","Total","Total transport","95,713,470",""
"2010","Spain","Passenger","Passengers carried","Total","Total transport","153,387,014",""
"2010","Spain","Passenger","Passengers carried (arrival)","Total","Total transport","95,623,475",""
"2010","Spain","Passenger","Passengers carried (departures)","Total","Total transport","95,718,028",""
"2010","France","Passenger","Passengers on board","Total","Total transport","120,019,105",""
"2010","France","Passenger","Passengers on board (arrivals)","Total","Total transport","72,780,689",""
"2010","France","Passenger","Passengers on board (departures)","Total","Total transport","72,853,515",""
"2010","France","Passenger","Passengers carried","Total","Total transport","118,697,207",""
"2010","France","Passenger","Passengers carried (arrival)","Total","Total transport","71,915,501",""
"2010","France","Passenger","Passengers carried (departures)","Total","Total transport","71,842,681",""
"2010","Italy","Passenger","Passengers on board","Total","Total transport","110,739,088",""
"2010","Italy","Passenger","Passengers on board (arrivals)","Total","Total transport","70,656,808",""
"2010","Italy","Passenger","Passengers on board (departures)","Total","Total transport","69,917,134",""
"2010","Italy","Passenger","Passengers carried","Total","Total transport","109,064,953",""
"2010","Italy","Passenger","Passengers carried (arrival)","Total","Total transport","69,243,219",""
