"TIME","GEO","UNIT","TRA_MEAS","SCHEDULE","TRA_COV","Value","Flag and Footnotes"
"2012","Latvia","Passenger","Passengers carried","Total","Total transport","4,754,530",""
"2012","Latvia","Passenger","Passengers carried (arrival)","Total","Total transport","2,376,074",""
"2012","Latvia","Passenger","Passengers carried (departures)","Total","Total transport","2,378,456",""
"2012","Lithuania","Passenger","Passengers on board","Total","Total transport","3,173,779",""
"2012","Lithuania","Passenger","Passengers on board (arrivals)","Total","Total transport","1,579,853",""
"2012","Lithuania","Passenger","Passengers on board (departures)","Total","Total transport","1,593,929",""
"2012","Lithuania","Passenger","Passengers carried","Total","Total transport","3,166,628",""
"2012","Lithuania","Passenger","Passengers carried (arrival)","Total","Total transport","1,576,277",""
"2012","Lithuania","Passenger","Passengers carried (departures)","Total","Total transport","1,590,353",""
"2012","Luxembourg","Passenger","Passengers on board","Total","Total transport","1,893,988",""
"2012","Luxembourg","Passenger","Passengers on board (arrivals)","Total","Total transport","943,871",""
"2012","Luxembourg","Passenger","Passengers on board (departures)","Total","Total transport","950,120",""
"2012","Luxembourg","Passenger","Passengers carried","Total","Total transport","1,893,991",""
"2012","Luxembourg","Passenger","Passengers carried (arrival)","Total","Total transport","943,871",""
"2012","Luxembourg","Passenger","Passengers carried (departures)","Total","Total transport","950,120",""
"2012","Hungary","Passenger","Passengers on board","Total","Total transport","8,429,843",""
"2012","Hungary","Passenger","Passengers on board (arrivals)","Total","Total transport","4,183,132",""
"2012","Hungary","Passenger","Passengers on board (departures)","Total","Total transport","4,246,711",""
"2012","Hungary","Passenger","Passengers carried","Total","Total transport","8,429,843",""
"2012","Hungary","Passenger","Passengers carried (arrival)","Total","Total transport","4,183,132",""
"2012","Hungary","Passenger","Passengers carried (departures)","Total","Total transport","4,246,711",""
"2012","Malta","Passenger","Passengers on board","Total","Total transport","3,650,287",""
"2012","Malta","Passenger","Passengers on board (arrivals)","Total","Total transport","1,824,355",""
"2012","Malta","Passenger","Passengers on board (departures)","Total","Total transport","1,826,353",""
"2012","Malta","Passenger","Passengers carried","Total","Total transport","3,650,347",""
"2012","Malta","Passenger","Passengers carried (arrival)","Total","Total transport","1,824,413",""
"2012","Malta","Passenger","Passengers carried (departures)","Total","Total transport","1,826,353",""
"2012","Netherlands","Passenger","Passengers on board","Total","Total transport","55,946,383",""
"2012","Netherlands","Passenger","Passengers on board (arrivals)","Total","Total transport","27,980,372",""
"2012","Netherlands","Passenger","Passengers on board (departures)","Total","Total transport","27,971,209",""
"2012","Netherlands","Passenger","Passengers carried","Total","Total transport","55,680,209",""
"2012","Netherlands","Passenger","Passengers carried (arrival)","Total","Total transport","27,845,242",""
"2012","Netherlands","Passenger","Passengers carried (departures)","Total","Total transport","27,835,638",""
"2012","Austria","Passenger","Passengers on board","Total","Total transport","26,082,777",""
"2012","Austria","Passenger","Passengers on board (arrivals)","Total","Total transport","13,356,068",""
"2012","Austria","Passenger","Passengers on board (departures)","Total","Total transport","13,409,537",""
"2012","Austria","Passenger","Passengers carried","Total","Total transport","25,965,977",""
"2012","Austria","Passenger","Passengers carried (arrival)","Total","Total transport","13,269,675",""
"2012","Austria","Passenger","Passengers carried (departures)","Total","Total transport","13,325,963",""
"2012","Poland","Passenger","Passengers on board","Total","Total transport","21,871,076",""
"2012","Poland","Passenger","Passengers on board (arrivals)","Total","Total transport","11,763,431",""
"2012","Poland","Passenger","Passengers on board (departures)","Total","Total transport","11,873,702",""
"2012","Poland","Passenger","Passengers carried","Total","Total transport","21,800,765",""
"2012","Poland","Passenger","Passengers carried (arrival)","Total","Total transport","11,721,799",""
"2012","Poland","Passenger","Passengers carried (departures)","Total","Total transport","11,813,440",""
"2012","Portugal","Passenger","Passengers on board","Total","Total transport","27,926,447",""
"2012","Portugal","Passenger","Passengers on board (arrivals)","Total","Total transport","15,336,054",""
"2012","Portugal","Passenger","Passengers on board (departures)","Total","Total transport","15,190,251",""
"2012","Portugal","Passenger","Passengers carried","Total","Total transport","28,186,254",""
"2012","Portugal","Passenger","Passengers carried (arrival)","Total","Total transport","15,565,227",""
"2012","Portugal","Passenger","Passengers carried (departures)","Total","Total transport","15,390,626",""
"2012","Romania","Passenger","Passengers on board","Total","Total transport","9,743,244",""
"2012","Romania","Passenger","Passengers on board (arrivals)","Total","Total transport","5,013,997",""
"2012","Romania","Passenger","Passengers on board (departures)","Total","Total transport","5,120,674",""
"2012","Romania","Passenger","Passengers carried","Total","Total transport","9,674,226",""
"2012","Romania","Passenger","Passengers carried (arrival)","Total","Total transport","4,979,747",""
"2012","Romania","Passenger","Passengers carried (departures)","Total","Total transport","5,070,258",""
"2012","Slovenia","Passenger","Passengers on board","Total","Total transport","1,168,261",""
"2012","Slovenia","Passenger","Passengers on board (arrivals)","Total","Total transport","585,625",""
"2012","Slovenia","Passenger","Passengers on board (departures)","Total","Total transport","582,636",""
"2012","Slovenia","Passenger","Passengers carried","Total","Total transport","1,167,877",""
"2012","Slovenia","Passenger","Passengers carried (arrival)","Total","Total transport","585,241",""
"2012","Slovenia","Passenger","Passengers carried (departures)","Total","Total transport","582,636",""
"2012","Slovakia","Passenger","Passengers on board","Total","Total transport","1,569,261",""
"2012","Slovakia","Passenger","Passengers on board (arrivals)","Total","Total transport","794,061",""
"2012","Slovakia","Passenger","Passengers on board (departures)","Total","Total transport","804,505",""
"2012","Slovakia","Passenger","Passengers carried","Total","Total transport","1,563,197",""
"2012","Slovakia","Passenger","Passengers carried (arrival)","Total","Total transport","790,394",""
"2012","Slovakia","Passenger","Passengers carried (departures)","Total","Total transport","801,474",""
"2012","Finland","Passenger","Passengers on board","Total","Total transport","16,514,915",""
"2012","Finland","Passenger","Passengers on board (arrivals)","Total","Total transport","9,599,896",""
"2012","Finland","Passenger","Passengers on board (departures)","Total","Total transport","9,654,718",""
"2012","Finland","Passenger","Passengers carried","Total","Total transport","16,458,815",""
"2012","Finland","Passenger","Passengers carried (arrival)","Total","Total transport","9,573,042",""
"2012","Finland","Passenger","Passengers carried (departures)","Total","Total transport","9,602,729",""
"2012","Sweden","Passenger","Passengers on board","Total","Total transport","30,556,434",""
"2012","Sweden","Passenger","Passengers on board (arrivals)","Total","Total transport","18,612,994",""
"2012","Sweden","Passenger","Passengers on board (departures)","Total","Total transport","18,624,291",""
"2012","Sweden","Passenger","Passengers carried","Total","Total transport","30,350,849",""
"2012","Sweden","Passenger","Passengers carried (arrival)","Total","Total transport","18,443,332",""
"2012","Sweden","Passenger","Passengers carried (departures)","Total","Total transport","18,453,513",""
"2012","United Kingdom","Passenger","Passengers on board","Total","Total transport","203,509,424",""
"2012","United Kingdom","Passenger","Passengers on board (arrivals)","Total","Total transport","110,781,055",""
"2012","United Kingdom","Passenger","Passengers on board (departures)","Total","Total transport","110,227,657",""
"2012","United Kingdom","Passenger","Passengers carried","Total","Total transport","203,067,015",""
"2012","United Kingdom","Passenger","Passengers carried (arrival)","Total","Total transport","110,484,436",""
"2012","United Kingdom","Passenger","Passengers carried (departures)","Total","Total transport","109,918,001",""
"2012","Iceland","Passenger","Passengers on board","Total","Total transport","2,758,847",""
"2012","Iceland","Passenger","Passengers on board (arrivals)","Total","Total transport","1,380,279",""
"2012","Iceland","Passenger","Passengers on board (departures)","Total","Total transport","1,378,568",""
"2012","Iceland","Passenger","Passengers carried","Total","Total transport","2,740,691",""
"2012","Iceland","Passenger","Passengers carried (arrival)","Total","Total transport","1,365,705",""
"2012","Iceland","Passenger","Passengers carried (departures)","Total","Total transport","1,374,986",""
"2012","Norway","Passenger","Passengers on board","Total","Total transport","35,197,072",""
"2012","Norway","Passenger","Passengers on board (arrivals)","Total","Total transport","24,428,385",""
"2012","Norway","Passenger","Passengers on board (departures)","Total","Total transport","24,467,181",""
"2012","Norway","Passenger","Passengers carried","Total","Total transport","34,592,225",""
"2012","Norway","Passenger","Passengers carried (arrival)","Total","Total transport","23,871,454",""
"2012","Norway","Passenger","Passengers carried (departures)","Total","Total transport","23,910,250",""
"2012","Switzerland","Passenger","Passengers on board","Total","Total transport","43,361,771",""
"2012","Switzerland","Passenger","Passengers on board (arrivals)","Total","Total transport","22,011,739",""
"2012","Switzerland","Passenger","Passengers on board (departures)","Total","Total transport","21,979,556",""
"2012","Switzerland","Passenger","Passengers carried","Total","Total transport","43,236,086",""
"2012","Switzerland","Passenger","Passengers carried (arrival)","Total","Total transport","21,941,824",""
"2012","Switzerland","Passenger","Passengers carried (departures)","Total","Total transport","21,922,378",""
"2013","European Union - 28 countries","Passenger","Passengers on board","Total","Total transport","842,943,333",""
"2013","European Union - 28 countries","Passenger","Passengers on board (arrivals)","Total","Total transport","658,256,874",""
"2013","European Union - 28 countries","Passenger","Passengers on board (departures)","Total","Total transport","657,708,364",""
"2013","European Union - 28 countries","Passenger","Passengers carried","Total","Total transport","839,072,784",""
"2013","European Union - 28 countries","Passenger","Passengers carried (arrival)","Total","Total transport","654,749,624",""
"2013","European Union - 28 countries","Passenger","Passengers carried (departures)","Total","Total transport","655,223,516",""
"2013","European Union - 27 countries (2007-2013)","Passenger","Passengers on board","Total","Total transport","841,244,888",""
"2013","European Union - 27 countries (2007-2013)","Passenger","Passengers on board (arrivals)","Total","Total transport","655,155,247",""
"2013","European Union - 27 countries (2007-2013)","Passenger","Passengers on board (departures)","Total","Total transport","654,561,667",""
"2013","European Union - 27 countries (2007-2013)","Passenger","Passengers carried","Total","Total transport","837,406,474",""
"2013","European Union - 27 countries (2007-2013)","Passenger","Passengers carried (arrival)","Total","Total transport","651,695,940",""
"2013","European Union - 27 countries (2007-2013)","Passenger","Passengers carried (departures)","Total","Total transport","652,125,244",""
"2013","Belgium","Passenger","Passengers on board","Total","Total transport","26,601,705",""
"2013","Belgium","Passenger","Passengers on board (arrivals)","Total","Total transport","13,286,782",""
"2013","Belgium","Passenger","Passengers on board (departures)","Total","Total transport","13,330,371",""
"2013","Belgium","Passenger","Passengers carried","Total","Total transport","26,389,927",""
"2013","Belgium","Passenger","Passengers carried (arrival)","Total","Total transport","13,193,222",""
"2013","Belgium","Passenger","Passengers carried (departures)","Total","Total transport","13,207,712",""
"2013","Czechia","Passenger","Passengers on board","Total","Total transport","12,027,537",""
"2013","Czechia","Passenger","Passengers on board (arrivals)","Total","Total transport","6,012,239",""
"2013","Czechia","Passenger","Passengers on board (departures)","Total","Total transport","6,015,298",""
"2013","Czechia","Passenger","Passengers carried","Total","Total transport","11,891,812",""
"2013","Czechia","Passenger","Passengers carried (arrival)","Total","Total transport","5,943,004",""
"2013","Czechia","Passenger","Passengers carried (departures)","Total","Total transport","5,948,808",""
"2013","Denmark","Passenger","Passengers on board","Total","Total transport","27,575,555",""
"2013","Denmark","Passenger","Passengers on board (arrivals)","Total","Total transport","14,602,427",""
"2013","Denmark","Passenger","Passengers on board (departures)","Total","Total transport","14,603,602",""
"2013","Denmark","Passenger","Passengers carried","Total","Total transport","27,459,709",""
"2013","Denmark","Passenger","Passengers carried (arrival)","Total","Total transport","14,541,267",""
"2013","Denmark","Passenger","Passengers carried (departures)","Total","Total transport","14,524,640",""
"2013","Germany (until 1990 former territory of the FRG)","Passenger","Passengers on board","Total","Total transport","181,879,734",""
"2013","Germany (until 1990 former territory of the FRG)","Passenger","Passengers on board (arrivals)","Total","Total transport","102,577,473",""
"2013","Germany (until 1990 former territory of the FRG)","Passenger","Passengers on board (departures)","Total","Total transport","102,133,859",""
"2013","Germany (until 1990 former territory of the FRG)","Passenger","Passengers carried","Total","Total transport","180,783,188",""
"2013","Germany (until 1990 former territory of the FRG)","Passenger","Passengers carried (arrival)","Total","Total transport","101,889,488",""
"2013","Germany (until 1990 former territory of the FRG)","Passenger","Passengers carried (departures)","Total","Total transport","101,444,666",""
"2013","Estonia","Passenger","Passengers on board","Total","Total transport","1,958,622",""
"2013","Estonia","Passenger","Passengers on board (arrivals)","Total","Total transport","965,263",""
"2013","Estonia","Passenger","Passengers on board (departures)","Total","Total transport","993,359",""
"2013","Estonia","Passenger","Passengers carried","Total","Total transport","1,958,565",""
"2013","Estonia","Passenger","Passengers carried (arrival)","Total","Total transport","965,206",""
"2013","Estonia","Passenger","Passengers carried (departures)","Total","Total transport","993,359",""
"2013","Ireland","Passenger","Passengers on board","Total","Total transport","24,644,846",""
"2013","Ireland","Passenger","Passengers on board (arrivals)","Total","Total transport","12,314,506",""
"2013","Ireland","Passenger","Passengers on board (departures)","Total","Total transport","12,366,546",""
"2013","Ireland","Passenger","Passengers carried","Total","Total transport","24,603,640",""
"2013","Ireland","Passenger","Passengers carried (arrival)","Total","Total transport","12,305,272",""
"2013","Ireland","Passenger","Passengers carried (departures)","Total","Total transport","12,331,336",""
"2013","Greece","Passenger","Passengers on board","Total","Total transport","34,023,337",""
"2013","Greece","Passenger","Passengers on board (arrivals)","Total","Total transport","19,173,277",""
"2013","Greece","Passenger","Passengers on board (departures)","Total","Total transport","19,744,352",""
"2013","Greece","Passenger","Passengers carried","Total","Total transport","34,023,934",""
"2013","Greece","Passenger","Passengers carried (arrival)","Total","Total transport","19,173,277",""
"2013","Greece","Passenger","Passengers carried (departures)","Total","Total transport","19,744,352",""
"2013","Spain","Passenger","Passengers on board","Total","Total transport","158,072,126",""
"2013","Spain","Passenger","Passengers on board (arrivals)","Total","Total transport","93,373,757",""
"2013","Spain","Passenger","Passengers on board (departures)","Total","Total transport","93,176,874",""
"2013","Spain","Passenger","Passengers carried","Total","Total transport","157,731,973",""
"2013","Spain","Passenger","Passengers carried (arrival)","Total","Total transport","92,980,761",""
"2013","Spain","Passenger","Passengers carried (departures)","Total","Total transport","93,253,848",""
"2013","France","Passenger","Passengers on board","Total","Total transport","133,556,899",""
"2013","France","Passenger","Passengers on board (arrivals)","Total","Total transport","80,854,678",""
"2013","France","Passenger","Passengers on board (departures)","Total","Total transport","80,958,805",""
"2013","France","Passenger","Passengers carried","Total","Total transport","132,762,875",""
"2013","France","Passenger","Passengers carried (arrival)","Total","Total transport","80,229,278",""
"2013","France","Passenger","Passengers carried (departures)","Total","Total transport","80,343,593",""
"2013","Italy","Passenger","Passengers on board","Total","Total transport","116,332,421",""
"2013","Italy","Passenger","Passengers on board (arrivals)","Total","Total transport","72,594,932",""
"2013","Italy","Passenger","Passengers on board (departures)","Total","Total transport","72,199,465",""
"2013","Italy","Passenger","Passengers carried","Total","Total transport","115,271,926",""
"2013","Italy","Passenger","Passengers carried (arrival)","Total","Total transport","71,610,260",""
"2013","Italy","Passenger","Passengers carried (departures)","Total","Total transport","71,879,745",""
"2013","Cyprus","Passenger","Passengers on board","Total","Total transport","7,140,036",""
"2013","Cyprus","Passenger","Passengers on board (arrivals)","Total","Total transport","3,557,404",""
"2013","Cyprus","Passenger","Passengers on board (departures)","Total","Total transport","3,582,751",""
"2013","Cyprus","Passenger","Passengers carried","Total","Total transport","7,011,437",""
"2013","Cyprus","Passenger","Passengers carried (arrival)","Total","Total transport","3,491,892",""
"2013","Cyprus","Passenger","Passengers carried (departures)","Total","Total transport","3,519,545",""
"2013","Latvia","Passenger","Passengers on board","Total","Total transport","4,803,388",""
"2013","Latvia","Passenger","Passengers on board (arrivals)","Total","Total transport","2,388,767",""
"2013","Latvia","Passenger","Passengers on board (departures)","Total","Total transport","2,414,627",""
"2013","Latvia","Passenger","Passengers carried","Total","Total transport","4,782,257",""
"2013","Latvia","Passenger","Passengers carried (arrival)","Total","Total transport","2,388,767",""
"2013","Latvia","Passenger","Passengers carried (departures)","Total","Total transport","2,393,496",""
"2013","Lithuania","Passenger","Passengers on board","Total","Total transport","3,502,392",""
"2013","Lithuania","Passenger","Passengers on board (arrivals)","Total","Total transport","1,745,694",""
"2013","Lithuania","Passenger","Passengers on board (departures)","Total","Total transport","1,756,770",""
"2013","Lithuania","Passenger","Passengers carried","Total","Total transport","3,482,358",""
"2013","Lithuania","Passenger","Passengers carried (arrival)","Total","Total transport","1,735,675",""
"2013","Lithuania","Passenger","Passengers carried (departures)","Total","Total transport","1,746,751",""
"2013","Luxembourg","Passenger","Passengers on board","Total","Total transport","2,169,098",""
"2013","Luxembourg","Passenger","Passengers on board (arrivals)","Total","Total transport","1,078,799",""
"2013","Luxembourg","Passenger","Passengers on board (departures)","Total","Total transport","1,090,528",""
"2013","Luxembourg","Passenger","Passengers carried","Total","Total transport","2,169,327",""
"2013","Luxembourg","Passenger","Passengers carried (arrival)","Total","Total transport","1,078,799",""
"2013","Luxembourg","Passenger","Passengers carried (departures)","Total","Total transport","1,090,528",""
"2013","Hungary","Passenger","Passengers on board","Total","Total transport","8,441,204",""
"2013","Hungary","Passenger","Passengers on board (arrivals)","Total","Total transport","4,186,427",""
"2013","Hungary","Passenger","Passengers on board (departures)","Total","Total transport","4,254,777",""
"2013","Hungary","Passenger","Passengers carried","Total","Total transport","8,441,319",""
"2013","Hungary","Passenger","Passengers carried (arrival)","Total","Total transport","4,186,542",""
"2013","Hungary","Passenger","Passengers carried (departures)","Total","Total transport","4,254,777",""
"2013","Malta","Passenger","Passengers on board","Total","Total transport","4,031,848",""
"2013","Malta","Passenger","Passengers on board (arrivals)","Total","Total transport","2,016,588",""
"2013","Malta","Passenger","Passengers on board (departures)","Total","Total transport","2,015,771",""
"2013","Malta","Passenger","Passengers carried","Total","Total transport","4,032,029",""
"2013","Malta","Passenger","Passengers carried (arrival)","Total","Total transport","2,016,588",""
"2013","Malta","Passenger","Passengers carried (departures)","Total","Total transport","2,015,771",""
"2013","Netherlands","Passenger","Passengers on board","Total","Total transport","58,316,239",""
"2013","Netherlands","Passenger","Passengers on board (arrivals)","Total","Total transport","29,145,773",""
"2013","Netherlands","Passenger","Passengers on board (departures)","Total","Total transport","29,177,898",""
"2013","Netherlands","Passenger","Passengers carried","Total","Total transport","58,077,271",""
"2013","Netherlands","Passenger","Passengers carried (arrival)","Total","Total transport","29,022,633",""
"2013","Netherlands","Passenger","Passengers carried (departures)","Total","Total transport","29,054,785",""
"2013","Austria","Passenger","Passengers on board","Total","Total transport","25,827,030",""
"2013","Austria","Passenger","Passengers on board (arrivals)","Total","Total transport","13,195,458",""
"2013","Austria","Passenger","Passengers on board (departures)","Total","Total transport","13,275,496",""
"2013","Austria","Passenger","Passengers carried","Total","Total transport","25,749,724",""
"2013","Austria","Passenger","Passengers carried (arrival)","Total","Total transport","13,141,238",""
"2013","Austria","Passenger","Passengers carried (departures)","Total","Total transport","13,224,990",""
"2013","Poland","Passenger","Passengers on board","Total","Total transport","23,298,404",""
"2013","Poland","Passenger","Passengers on board (arrivals)","Total","Total transport","12,174,632",""
"2013","Poland","Passenger","Passengers on board (departures)","Total","Total transport","12,324,680",""
"2013","Poland","Passenger","Passengers carried","Total","Total transport","23,274,484",""
"2013","Poland","Passenger","Passengers carried (arrival)","Total","Total transport","12,162,140",""
"2013","Poland","Passenger","Passengers carried (departures)","Total","Total transport","12,306,566",""
"2013","Portugal","Passenger","Passengers on board","Total","Total transport","29,451,958",""
"2013","Portugal","Passenger","Passengers on board (arrivals)","Total","Total transport","16,198,817",""
"2013","Portugal","Passenger","Passengers on board (departures)","Total","Total transport","16,007,129",""
"2013","Portugal","Passenger","Passengers carried","Total","Total transport","29,694,146",""
"2013","Portugal","Passenger","Passengers carried (arrival)","Total","Total transport","16,412,688",""
"2013","Portugal","Passenger","Passengers carried (departures)","Total","Total transport","16,203,634",""
"2013","Romania","Passenger","Passengers on board","Total","Total transport","10,104,810",""
"2013","Romania","Passenger","Passengers on board (arrivals)","Total","Total transport","5,258,457",""
"2013","Romania","Passenger","Passengers on board (departures)","Total","Total transport","5,324,379",""
"2013","Romania","Passenger","Passengers carried","Total","Total transport","10,016,933",""
"2013","Romania","Passenger","Passengers carried (arrival)","Total","Total transport","5,209,729",""
"2013","Romania","Passenger","Passengers carried (departures)","Total","Total transport","5,269,157",""
"2013","Slovenia","Passenger","Passengers on board","Total","Total transport","1,269,192",""
"2013","Slovenia","Passenger","Passengers on board (arrivals)","Total","Total transport","637,832",""
"2013","Slovenia","Passenger","Passengers on board (departures)","Total","Total transport","631,360",""
"2013","Slovenia","Passenger","Passengers carried","Total","Total transport","1,265,766",""
"2013","Slovenia","Passenger","Passengers carried (arrival)","Total","Total transport","634,406",""
"2013","Slovenia","Passenger","Passengers carried (departures)","Total","Total transport","631,360",""
"2013","Slovakia","Passenger","Passengers on board","Total","Total transport","1,562,404",""
"2013","Slovakia","Passenger","Passengers on board (arrivals)","Total","Total transport","783,864",""
"2013","Slovakia","Passenger","Passengers on board (departures)","Total","Total transport","797,307",""
"2013","Slovakia","Passenger","Passengers carried","Total","Total transport","1,557,149",""
"2013","Slovakia","Passenger","Passengers carried (arrival)","Total","Total transport","782,621",""
"2013","Slovakia","Passenger","Passengers carried (departures)","Total","Total transport","792,778",""
"2013","Finland","Passenger","Passengers on board","Total","Total transport","16,606,783",""
"2013","Finland","Passenger","Passengers on board (arrivals)","Total","Total transport","9,521,300",""
"2013","Finland","Passenger","Passengers on board (departures)","Total","Total transport","9,557,433",""
"2013","Finland","Passenger","Passengers carried","Total","Total transport","16,565,391",""
"2013","Finland","Passenger","Passengers carried (arrival)","Total","Total transport","9,484,195",""
"2013","Finland","Passenger","Passengers carried (departures)","Total","Total transport","9,518,384",""
"2013","Sweden","Passenger","Passengers on board","Total","Total transport","31,654,684",""
"2013","Sweden","Passenger","Passengers on board (arrivals)","Total","Total transport","19,184,216",""
"2013","Sweden","Passenger","Passengers on board (departures)","Total","Total transport","19,176,366",""
"2013","Sweden","Passenger","Passengers carried","Total","Total transport","31,443,225",""
"2013","Sweden","Passenger","Passengers carried (arrival)","Total","Total transport","19,024,887",""
"2013","Sweden","Passenger","Passengers carried (departures)","Total","Total transport","19,017,005",""
"2013","United Kingdom","Passenger","Passengers on board","Total","Total transport","210,784,792",""
"2013","United Kingdom","Passenger","Passengers on board (arrivals)","Total","Total transport","114,688,234",""
"2013","United Kingdom","Passenger","Passengers on board (departures)","Total","Total transport","113,979,556",""
"2013","United Kingdom","Passenger","Passengers carried","Total","Total transport","210,468,980",""
"2013","United Kingdom","Passenger","Passengers carried (arrival)","Total","Total transport","114,475,722",""
"2013","United Kingdom","Passenger","Passengers carried (departures)","Total","Total transport","113,762,680",""
"2013","Iceland","Passenger","Passengers on board","Total","Total transport","3,207,445",""
"2013","Iceland","Passenger","Passengers on board (arrivals)","Total","Total transport","1,604,345",""
"2013","Iceland","Passenger","Passengers on board (departures)","Total","Total transport","1,603,100",""
"2013","Iceland","Passenger","Passengers carried","Total","Total transport","3,199,266",""
"2013","Iceland","Passenger","Passengers carried (arrival)","Total","Total transport","1,600,349",""
"2013","Iceland","Passenger","Passengers carried (departures)","Total","Total transport","1,598,917",""
"2013","Norway","Passenger","Passengers on board","Total","Total transport","37,229,490",""
"2013","Norway","Passenger","Passengers on board (arrivals)","Total","Total transport","25,539,719",""
"2013","Norway","Passenger","Passengers on board (departures)","Total","Total transport","25,491,016",""
"2013","Norway","Passenger","Passengers carried","Total","Total transport","36,686,364",""
"2013","Norway","Passenger","Passengers carried (arrival)","Total","Total transport","25,047,199",""
"2013","Norway","Passenger","Passengers carried (departures)","Total","Total transport","24,998,430",""
"2013","Switzerland","Passenger","Passengers on board","Total","Total transport","44,338,021",""
"2013","Switzerland","Passenger","Passengers on board (arrivals)","Total","Total transport","22,463,368",""
"2013","Switzerland","Passenger","Passengers on board (departures)","Total","Total transport","22,469,323",""
"2013","Switzerland","Passenger","Passengers carried","Total","Total transport","44,217,568",""
"2013","Switzerland","Passenger","Passengers carried (arrival)","Total","Total transport","22,396,992",""
"2013","Switzerland","Passenger","Passengers carried (departures)","Total","Total transport","22,412,312",""
"2014","European Union - 28 countries","Passenger","Passengers on board","Total","Total transport","878,358,607",""
"2014","European Union - 28 countries","Passenger","Passengers on board (arrivals)","Total","Total transport","686,209,674",""
"2014","European Union - 28 countries","Passenger","Passengers on board (departures)","Total","Total transport","685,445,600",""
"2014","European Union - 28 countries","Passenger","Passengers carried","Total","Total transport","876,983,144",""
"2014","European Union - 28 countries","Passenger","Passengers carried (arrival)","Total","Total transport","685,101,997",""
"2014","European Union - 28 countries","Passenger","Passengers carried (departures)","Total","Total transport","685,358,913",""
"2014","European Union - 27 countries (2007-2013)","Passenger","Passengers on board","Total","Total transport","876,587,064",""
"2014","European Union - 27 countries (2007-2013)","Passenger","Passengers on board (arrivals)","Total","Total transport","682,901,421",""
"2014","European Union - 27 countries (2007-2013)","Passenger","Passengers on board (departures)","Total","Total transport","682,093,919",""
"2014","European Union - 27 countries (2007-2013)","Passenger","Passengers carried","Total","Total transport","875,231,530",""
"2014","European Union - 27 countries (2007-2013)","Passenger","Passengers carried (arrival)","Total","Total transport","681,841,367",""
"2014","European Union - 27 countries (2007-2013)","Passenger","Passengers carried (departures)","Total","Total transport","682,054,727",""
"2014","Belgium","Passenger","Passengers on board","Total","Total transport","29,102,061",""
"2014","Belgium","Passenger","Passengers on board (arrivals)","Total","Total transport","14,534,644",""
"2014","Belgium","Passenger","Passengers on board (departures)","Total","Total transport","14,583,129",""
"2014","Belgium","Passenger","Passengers carried","Total","Total transport","28,776,258",""
"2014","Belgium","Passenger","Passengers carried (arrival)","Total","Total transport","14,381,155",""
"2014","Belgium","Passenger","Passengers carried (departures)","Total","Total transport","14,406,511",""
"2014","Czechia","Passenger","Passengers on board","Total","Total transport","12,210,556",""
"2014","Czechia","Passenger","Passengers on board (arrivals)","Total","Total transport","6,096,374",""
"2014","Czechia","Passenger","Passengers on board (departures)","Total","Total transport","6,114,182",""
"2014","Czechia","Passenger","Passengers carried","Total","Total transport","12,079,873",""
"2014","Czechia","Passenger","Passengers carried (arrival)","Total","Total transport","6,029,121",""
"2014","Czechia","Passenger","Passengers carried (departures)","Total","Total transport","6,050,752",""
"2014","Denmark","Passenger","Passengers on board","Total","Total transport","29,274,188",""
"2014","Denmark","Passenger","Passengers on board (arrivals)","Total","Total transport","15,490,681",""
"2014","Denmark","Passenger","Passengers on board (departures)","Total","Total transport","15,481,418",""
"2014","Denmark","Passenger","Passengers carried","Total","Total transport","29,015,810",""
"2014","Denmark","Passenger","Passengers carried (arrival)","Total","Total transport","15,354,465",""
"2014","Denmark","Passenger","Passengers carried (departures)","Total","Total transport","15,307,528",""
"2014","Germany (until 1990 former territory of the FRG)","Passenger","Passengers on board","Total","Total transport","187,344,202",""
"2014","Germany (until 1990 former territory of the FRG)","Passenger","Passengers on board (arrivals)","Total","Total transport","105,390,672",""
"2014","Germany (until 1990 former territory of the FRG)","Passenger","Passengers on board (departures)","Total","Total transport","104,890,974",""
"2014","Germany (until 1990 former territory of the FRG)","Passenger","Passengers carried","Total","Total transport","186,445,814",""
"2014","Germany (until 1990 former territory of the FRG)","Passenger","Passengers carried (arrival)","Total","Total transport","104,807,551",""
"2014","Germany (until 1990 former territory of the FRG)","Passenger","Passengers carried (departures)","Total","Total transport","104,307,285",""
"2014","Estonia","Passenger","Passengers on board","Total","Total transport","2,019,806",""
"2014","Estonia","Passenger","Passengers on board (arrivals)","Total","Total transport","999,439",""
"2014","Estonia","Passenger","Passengers on board (departures)","Total","Total transport","1,020,367",""
"2014","Estonia","Passenger","Passengers carried","Total","Total transport","2,019,806",""
"2014","Estonia","Passenger","Passengers carried (arrival)","Total","Total transport","999,439",""
"2014","Estonia","Passenger","Passengers carried (departures)","Total","Total transport","1,020,367",""
"2014","Ireland","Passenger","Passengers on board","Total","Total transport","26,346,808",""
"2014","Ireland","Passenger","Passengers on board (arrivals)","Total","Total transport","13,179,572",""
"2014","Ireland","Passenger","Passengers on board (departures)","Total","Total transport","13,207,228",""
"2014","Ireland","Passenger","Passengers carried","Total","Total transport","26,310,826",""
"2014","Ireland","Passenger","Passengers carried (arrival)","Total","Total transport","13,160,403",""
"2014","Ireland","Passenger","Passengers carried (departures)","Total","Total transport","13,188,072",""
