"TIME","GEO","UNIT","TRA_MEAS","SCHEDULE","TRA_COV","Value","Flag and Footnotes"
"2016","Ireland","Flight","Commercial passenger air flights","Total","Total transport","240,228",""
"2016","Greece","Flight","Commercial passenger air flights","Total","Total transport","363,967",""
"2016","Spain","Flight","Commercial passenger air flights","Total","Total transport","1,354,107",""
"2016","France","Flight","Commercial passenger air flights","Total","Total transport","1,220,247",""
"2016","Italy","Flight","Commercial passenger air flights","Total","Total transport","1,045,216",""
"2016","Cyprus","Flight","Commercial passenger air flights","Total","Total transport","64,048",""
"2016","Latvia","Flight","Commercial passenger air flights","Total","Total transport","62,421",""
"2016","Lithuania","Flight","Commercial passenger air flights","Total","Total transport","44,950",""
"2016","Luxembourg","Flight","Commercial passenger air flights","Total","Total transport","47,310",""
"2016","Hungary","Flight","Commercial passenger air flights","Total","Total transport","86,292",""
"2016","Malta","Flight","Commercial passenger air flights","Total","Total transport","35,979",""
"2016","Netherlands","Flight","Commercial passenger air flights","Total","Total transport","523,149",""
"2016","Austria","Flight","Commercial passenger air flights","Total","Total transport","260,670",""
"2016","Poland","Flight","Commercial passenger air flights","Total","Total transport","285,141",""
"2016","Portugal","Flight","Commercial passenger air flights","Total","Total transport","324,691",""
"2016","Romania","Flight","Commercial passenger air flights","Total","Total transport","134,828",""
"2016","Slovenia","Flight","Commercial passenger air flights","Total","Total transport","21,256",""
"2016","Slovakia","Flight","Commercial passenger air flights","Total","Total transport","20,043",""
"2016","Finland","Flight","Commercial passenger air flights","Total","Total transport","171,925",""
"2016","Sweden","Flight","Commercial passenger air flights","Total","Total transport","347,619",""
"2016","United Kingdom","Flight","Commercial passenger air flights","Total","Total transport","1,892,806",""
"2016","Iceland","Flight","Commercial passenger air flights","Total","Total transport","43,420",""
"2016","Norway","Flight","Commercial passenger air flights","Total","Total transport","432,123",""
"2016","Switzerland","Flight","Commercial passenger air flights","Total","Total transport","442,019",""
"2017","European Union - 28 countries","Flight","Commercial passenger air flights","Total","Total transport","8,096,226",""
"2017","European Union - 27 countries (2007-2013)","Flight","Commercial passenger air flights","Total","Total transport","8,070,242",""
"2017","Belgium","Flight","Commercial passenger air flights","Total","Total transport","280,026",""
"2017","Czechia","Flight","Commercial passenger air flights","Total","Total transport","140,416",""
"2017","Denmark","Flight","Commercial passenger air flights","Total","Total transport","298,951",""
"2017","Germany (until 1990 former territory of the FRG)","Flight","Commercial passenger air flights","Total","Total transport","1,679,778",""
"2017","Estonia","Flight","Commercial passenger air flights","Total","Total transport","36,791",""
"2017","Ireland","Flight","Commercial passenger air flights","Total","Total transport","247,013",""
"2017","Greece","Flight","Commercial passenger air flights","Total","Total transport","384,560",""
"2017","Spain","Flight","Commercial passenger air flights","Total","Total transport","1,437,425",""
"2017","France","Flight","Commercial passenger air flights","Total","Total transport","1,238,929",""
"2017","Italy","Flight","Commercial passenger air flights","Total","Total transport","1,079,913",""
"2017","Cyprus","Flight","Commercial passenger air flights","Total","Total transport","71,832",""
"2017","Latvia","Flight","Commercial passenger air flights","Total","Total transport","68,720",""
"2017","Lithuania","Flight","Commercial passenger air flights","Total","Total transport","47,388",""
"2017","Luxembourg","Flight","Commercial passenger air flights","Total","Total transport","50,706",""
"2017","Hungary","Flight","Commercial passenger air flights","Total","Total transport","92,968",""
"2017","Malta","Flight","Commercial passenger air flights","Total","Total transport","41,475",""
"2017","Netherlands","Flight","Commercial passenger air flights","Total","Total transport","539,767",""
"2017","Austria","Flight","Commercial passenger air flights","Total","Total transport","260,663",""
"2017","Poland","Flight","Commercial passenger air flights","Total","Total transport","314,509",""
"2017","Portugal","Flight","Commercial passenger air flights","Total","Total transport","355,858",""
"2017","Romania","Flight","Commercial passenger air flights","Total","Total transport","150,654",""
"2017","Slovenia","Flight","Commercial passenger air flights","Total","Total transport","23,636",""
"2017","Slovakia","Flight","Commercial passenger air flights","Total","Total transport","21,171",""
"2017","Finland","Flight","Commercial passenger air flights","Total","Total transport","183,213",""
"2017","Sweden","Flight","Commercial passenger air flights","Total","Total transport","363,100",""
"2017","United Kingdom","Flight","Commercial passenger air flights","Total","Total transport","1,942,365",""
"2017","Iceland","Flight","Commercial passenger air flights","Total","Total transport","50,430",""
"2017","Norway","Flight","Commercial passenger air flights","Total","Total transport","425,122",""
"2017","Switzerland","Flight","Commercial passenger air flights","Total","Total transport","442,598",""
"2018","European Union - 28 countries","Flight","Commercial passenger air flights","Total","Total transport","8,457,352",""
"2018","European Union - 27 countries (2007-2013)","Flight","Commercial passenger air flights","Total","Total transport","8,429,143",""
"2018","Belgium","Flight","Commercial passenger air flights","Total","Total transport","284,792",""
"2018","Czechia","Flight","Commercial passenger air flights","Total","Total transport","148,730",""
"2018","Denmark","Flight","Commercial passenger air flights","Total","Total transport","307,773",""
"2018","Germany (until 1990 former territory of the FRG)","Flight","Commercial passenger air flights","Total","Total transport","1,745,207",""
"2018","Estonia","Flight","Commercial passenger air flights","Total","Total transport","39,838",""
"2018","Ireland","Flight","Commercial passenger air flights","Total","Total transport","259,103",""
"2018","Greece","Flight","Commercial passenger air flights","Total","Total transport","415,739",""
"2018","Spain","Flight","Commercial passenger air flights","Total","Total transport","1,519,178",""
"2018","France","Flight","Commercial passenger air flights","Total","Total transport","1,253,639",""
"2018","Italy","Flight","Commercial passenger air flights","Total","Total transport","1,129,216",""
"2018","Cyprus","Flight","Commercial passenger air flights","Total","Total transport","75,511",""
"2018","Latvia","Flight","Commercial passenger air flights","Total","Total transport","77,655",""
"2018","Lithuania","Flight","Commercial passenger air flights","Total","Total transport","52,605",""
"2018","Luxembourg","Flight","Commercial passenger air flights","Total","Total transport","54,787",""
"2018","Hungary","Flight","Commercial passenger air flights","Total","Total transport","104,884",""
"2018","Malta","Flight","Commercial passenger air flights","Total","Total transport","47,487",""
"2018","Netherlands","Flight","Commercial passenger air flights","Total","Total transport","549,684",""
"2018","Austria","Flight","Commercial passenger air flights","Total","Total transport","276,945",""
"2018","Poland","Flight","Commercial passenger air flights","Total","Total transport","359,952",""
"2018","Portugal","Flight","Commercial passenger air flights","Total","Total transport","380,812",""
"2018","Romania","Flight","Commercial passenger air flights","Total","Total transport","157,729",""
"2018","Slovenia","Flight","Commercial passenger air flights","Total","Total transport","24,527",""
"2018","Slovakia","Flight","Commercial passenger air flights","Total","Total transport","34,681",""
"2018","Finland","Flight","Commercial passenger air flights","Total","Total transport","198,596",""
"2018","Sweden","Flight","Commercial passenger air flights","Total","Total transport","364,976",""
"2018","United Kingdom","Flight","Commercial passenger air flights","Total","Total transport","1,955,280",""
"2018","Iceland","Flight","Commercial passenger air flights","Total","Total transport","73,823",""
"2018","Norway","Flight","Commercial passenger air flights","Total","Total transport","427,128",""
"2018","Switzerland","Flight","Commercial passenger air flights","Total","Total transport","449,150",""
