run,airline,num flights,initial,max_reduction,udpp,model,offers
0,total,70,61122.505234285556,51529.06777875411,56467.04323635583,55923.466921024665,2
0,A,8,9323.912684293664,8155.884740328628,8401.431824249352,8072.874999781316,1
0,E,6,3373.1706381478416,3369.008891344682,3085.4441938593677,3085.4441938593677,0
0,F,5,1649.6796163929175,1155.3058690640603,1649.6796163929175,1649.6796163929175,0
0,M,2,621.8559508372844,616.3648102868192,621.8559508372844,621.8559508372844,0
0,P,1,12.167264436976913,3.041816109244228,12.167264436976913,12.167264436976913,0
0,C,6,5961.793655305502,5483.227866247613,5167.87513191027,5107.8327279865925,1
0,G,5,1277.268256266269,1273.2819754700533,1204.5676656296532,1204.5676656296532,0
0,K,3,2915.4987820323922,2905.13022501208,2872.9740556673432,2840.6804398500317,1
0,D,6,4686.580791230705,4684.6958514814205,4669.592059657917,4669.592059657917,0
0,L,3,1456.7825168969594,1455.6894667651522,1456.7825168969594,1456.7825168969594,0
0,I,4,3615.2019057788793,3614.960156337843,3517.849491974257,3517.849491974257,0
0,J,3,1204.3927304127951,1194.7069895615193,1058.2482245521144,1058.2482245521144,0
0,B,6,5800.435693527485,5790.537733412157,5117.360713718442,4994.677242596318,1
0,O,2,1235.1219992429608,1233.607745798005,1235.1219992429608,1235.1219992429608,0
0,H,4,6499.26178503132,5229.868661082441,4906.711562878403,4906.711562878403,0
0,N,2,4475.247630782887,2010.466696148334,4475.247630782887,4475.247630782887,0
0,S,1,1387.9219469305115,469.1461421479555,1387.9219469305115,1387.9219469305115,0
0,Q,1,1646.2272189135988,525.9213610517925,1646.2272189135988,1646.2272189135988,0
0,T,1,747.6419694648746,747.6419694648746,747.6419694648746,747.6419694648746,0
0,R,1,3232.3421983597295,1610.5788116394501,3232.3421983597295,3232.3421983597295,0
1,total,70,60299.25426338487,49722.530327021836,55366.42555892851,55004.57937848071,2
1,H,4,4815.086796013664,2704.2171088298146,4805.336653876136,4580.911221938968,1
1,A,8,6851.429362334624,5174.14477784085,6707.683890575215,6707.683890575215,0
1,D,6,4110.8931858126725,4025.9393075231264,3120.986034823497,3120.986034823497,0
1,Q,1,2.958201064733863,0.32868900719265143,2.958201064733863,2.958201064733863,0
1,E,6,4296.081750155033,3439.9000918558777,4077.2758349651745,4024.276490067375,1
1,B,7,3069.037875468982,3061.8141470524088,3023.9795375433077,2958.0713861275863,1
1,G,5,2405.5956097973944,2403.521378994965,2405.5956097973944,2405.5956097973944,0
1,N,2,3914.5326563992494,1259.7543350497813,3914.5326563992494,3914.5326563992494,0
1,F,5,2408.159826928525,2406.2372189461494,2408.159826928525,2408.159826928525,0
