run,airline,num flights,initial,max_reduction,udpp,model,offers
4,B,8,2848.516309211677,2847.9275414783942,2351.868259168868,2351.868259168868,0
4,D,6,2006.8706260781328,2000.8596042993731,1794.7126908499124,1794.7126908499124,0
4,F,3,814.3398287868661,804.9046724584906,814.3398287868661,721.7808483886736,1
4,H,3,411.7917802989394,407.85542495520696,350.41508391333423,350.41508391333423,0
4,J,2,671.7781195821168,662.3945459058101,671.7781195821168,671.7781195821168,0
4,N,1,85.57264609957917,34.65338561057339,85.57264609957917,85.57264609957917,0
4,M,1,114.99123973708569,114.99123973708569,114.99123973708569,114.99123973708569,0
4,A,8,5324.054379014202,3366.654067103094,4955.419602186723,4955.419602186723,0
4,G,3,1971.1668489628923,1782.475331610735,1929.4563504805958,1870.8613145592622,1
4,C,6,3189.4745002645604,3178.6600012983863,2640.2133836911225,2640.2133836911225,0
