run,airline,num_flights,initial,max_reduction,udpp,model,offers
2,total,70,61942.939183227674,52093.09460551667,58361.35575472671,58043.57453046486,2
2,G,5,3984.2607134238083,3978.409870567695,3953.959682521142,3953.959682521142,0
2,E,6,3515.3797059907693,3513.29127147948,3515.3797059907693,3515.3797059907693,0
2,A,9,8382.535575499394,8338.314595099318,6998.990727312008,6998.990727312008,0
2,D,6,5282.682943292153,5279.126725218832,4894.614584812305,4882.079736406671,1
2,F,5,4115.204403793513,4080.134507321743,4115.204403793513,4101.036801476575,1
2,J,3,3586.0864969192826,2335.9101159858255,3586.0864969192826,3586.0864969192826,0
2,H,4,2418.8539332305536,2411.980410183835,2382.32489793473,2382.32489793473,0
2,L,3,647.3894678893853,636.7388759883811,572.5440672916925,572.5440672916925,0
2,K,3,6877.660499743432,1944.1902298442737,6853.292318038448,6853.292318038448,0
2,I,3,2769.229824416755,2766.6815732528485,2741.4815432194528,2741.4815432194528,0
2,C,6,7012.93143738533,6994.036042891253,5666.252862104104,5544.940326945749,1
2,S,1,121.64449303515549,121.64449303515549,121.64449303515549,121.64449303515549,0
2,M,2,441.38642927617525,441.38642927617525,441.38642927617525,441.38642927617525,0
2,N,2,1145.6132976179472,1139.0610503098053,1145.6132976179472,1145.6132976179472,0
2,O,2,2098.1657983408336,990.6141706102894,2098.1657983408336,2098.1657983408336,0
2,B,6,5171.9302394973165,5159.953730196092,4902.430522643291,4732.664284262369,1
2,T,1,259.94826743813655,259.94826743813655,259.94826743813655,259.94826743813655,0
2,P,1,582.5207089776538,190.21084374780534,582.5207089776538,582.5207089776538,0
2,Q,1,996.7525506502659,706.8383738683326,996.7525506502659,996.7525506502659,0
2,R,1,2532.762396809814,804.6230292013988,2532.762396809814,2532.762396809814,0
3,total,70,59417.14799425954,49170.454633378155,55194.974596574466,54015.238298655626,4
3,K,4,2085.026853456404,2080.3414384595894,2085.026853456404,1935.4416367660563,1
3,F,5,651.3660675369779,576.8942125019375,537.1742786505066,537.1742786505066,0
3,A,9,9292.066051977428,9278.817814505366,7693.157513781493,7670.885255459148,1
3,B,8,9344.88777493986,5345.811050056855,8932.186928133626,8932.186928133626,0
3,P,1,20.64669621813984,7.432810638530342,20.64669621813984,20.64669621813984,0
3,D,5,6907.159710293521,2433.2555849312857,6907.159710293521,6907.159710293521,0
3,M,2,1106.1248671297228,1056.3283465612963,1106.1248671297228,1106.1248671297228,0
3,E,5,6235.422972631326,5194.191867024169,5210.996839505613,5156.307522563549,1
3,H,4,2551.7596431296406,2543.9942103223725,2065.69236893758,2036.943972302471,1
3,J,4,2774.6911933072824,2768.8765414990066,2774.6911933072824,2774.6911933072824,0
3,T,1,64.58364787790829,64.58364787790829,64.58364787790829,64.58364787790829,0
3,G,4,4173.9634996747345,4135.4169923172085,4111.4934212968765,3678.4301163552827,1
3,C,7,5790.1121336135875,5787.4048016125535,5291.467874411256,5013.402419615286,2
3,I,4,3713.5140143304307,3710.7989057260093,3688.749535431958,3475.437185840554,1
3,N,1,271.708424390189,271.708424390189,271.708424390189,271.708424390189,0
3,L,2,933.9630519813481,922.0259406966749,933.9630519813481,933.9630519813481,0
3,Q,1,406.38999618496376,406.38999618496376,406.38999618496376,406.38999618496376,0
3,S,1,933.9732886376622,426.3939411238414,933.9732886376622,933.9732886376622,0
3,O,1,831.0364940978385,831.0364940978385,831.0364940978385,831.0364940978385,0
3,R,1,1328.7516128505658,1328.7516128505658,1328.7516128505658,1328.7516128505658,0
4,total,70,56880.604090199435,47054.943694650334,53411.6401148339,53000.66358029755,3
4,C,6,3681.3886665754226,3662.0079057019366,3540.8786736153907,3540.8786736153907,0
4,P,1,1.6406135459940958,1.6406135459940958,1.6406135459940958,1.6406135459940958,0
4,J,3,1583.840592641835,1583.840592641835,1583.840592641835,1583.840592641835,0
4,G,5,6992.111251194917,2874.740890849923,6987.250165831568,6987.250165831568,0
4,I,3,1379.0542623366237,1351.0139394181983,1196.5311782324081,1196.5311782324081,0
4,E,5,3547.9552367901833,3506.345665978333,2745.339931890054,2745.339931890054,0
4,B,7,5901.620973696075,5892.540392343651,5629.649998692285,5629.649998692285,0
4,A,9,4842.5768153216195,4840.62237089758,3983.219240220812,3762.9666858193027,3
4,L,3,2969.305710128486,2916.632241741915,2940.0426721359463,2940.0426721359463,0
4,F,5,4191.055047943536,3735.3014119740137,4068.5936561004023,4034.5720968080386,1
4,K,3,1524.1583629418606,1521.9818866438663,1248.2328262098933,1248.2328262098936,0
4,D,6,4672.368965554308,4611.641601063078,4535.639794612988,4505.46744222181,1
4,Q,1,144.88119980016523,144.88119980016523,144.88119980016523,144.88119980016523,0
4,R,1,418.06797642075196,72.58124590638056,418.06797642075196,418.06797642075196,0
4,N,2,1365.4351357086762,397.06026582630005,1365.4351357086762,1365.4351357086762,0
4,S,1,1130.7202965805993,327.84197948194895,1130.7202965805993,1130.7202965805993,0
4,O,2,2146.597047050238,2139.147814883886,2146.597047050238,2146.597047050238,0
4,H,4,4466.487084346696,4442.646403017141,3823.740263922448,3697.2101954711547,1
4,M,2,3471.3761790814283,2307.8171848113943,3471.3761790814283,3471.3761790814283,0
4,T,1,2449.9626725400085,724.6580881227911,2449.9626725400085,2449.9626725400085,0
5,total,70,62861.76918411875,48629.66560621031,56657.488217921455,56000.323399918416,3
5,G,4,5070.5626129362645,3036.131294110147,5070.5626129362645,5070.5626129362645,0
5,S,1,0.37400943313309176,0.37400943313309176,0.37400943313309176,0.37400943313309176,0
5,D,6,3727.4591869481155,3709.317537818522,3411.7569976448394,3411.7569976448394,0
5,N,2,132.8215866981393,126.50169199880925,132.8215866981393,132.8215866981393,0
